month,ADM3_EN,LST_day_mean,no2_mean,no2_lag1,no2_neighbor_lag1,NTL_mean,pop_sum_m,road_len,poi_count,lu_industrial_area,lu_commercial_area,lu_residential_area,lu_retail_area,lu_farmland_area,lu_farmyard_area,road_primary_len,road_motorway_len,road_trunk_len,road_secondary_len,road_tertiary_len,road_residential_len
2023-01,Addis Ketema,27.608789997998237,0.0014865063930139526,0.0014988950759431954,0.0014951632229980678,389.4032861853159,280921.71484375,413244.76971781626,6.0,215850.9702058304,265450.8900814801,10882491.456047973,82401.44393116132,0.0,0.0,21095.167212089207,0.0,6407.418335811565,36722.49625661942,9150.718490781326,306043.3825076155
2023-01,Akaki Kality,30.089888211375158,0.007017671596224614,0.007017295360569808,0.007027149207477152,1329.9428264305502,577954.2465810776,1458805.890458251,2.0,5526607.582092061,365328.0545006475,27209144.290578924,40003.522123153525,1773640.419496487,258835.6863758007,54297.55343784546,1750.3353404954569,55487.577655745874,26543.91274598913,83102.65505169929,830728.46839836
2023-01,Arada,28.778815667180822,0.0005727991826165073,0.000579314464826167,0.0005763832054259682,252.6867958294448,129547.9833984375,154371.31172405052,6.0,0.0,76650.35488586953,4659425.09783472,1932.0280105111356,0.0,0.0,25369.9562524495,0.0,0.0,19406.190678522504,8199.53802469422,79045.1466208676
2023-01,Bole,29.323099422699617,0.004171409117747489,0.004177153339466417,0.00417987510612166,2080.7980345340184,591126.6415710449,1126020.3433838214,24.0,896769.3893058358,580416.1541855597,18416451.08505943,10436.188026384647,4883618.38494601,648225.8212969821,101191.315213993,0.0,30499.410243706596,39549.62310854257,27027.424214939256,705045.2746982997
2023-01,Gulele,23.268502890008175,0.0018160057511263257,0.0018394823442403948,0.0018595149253652743,331.9538187922703,191815.6131362915,343757.35125622124,2.0,247.700025933823,22002.799475087588,7845656.90704623,16931.554441194912,0.0,7270.071742202093,13710.881867102697,0.0,13293.462951652262,20308.566843555647,8066.165702901882,192535.3826680482
2023-01,Kirkos,29.12987446007049,0.0012444962934292589,0.001254321505410394,0.0012520426243327891,1008.4548939735658,246195.3955078125,407445.71887208143,27.0,406792.8336762707,390906.811451437,8308279.97318338,0.0,65818.11835366307,0.0,82489.43161484491,0.0,0.0,21759.51109966339,28967.210286565973,173520.87515752186
2023-01,Kolfe Keraniyo,27.889462661618136,0.003942090832363936,0.003938120131914218,0.003934904315785343,1274.4865278368782,588912.7861328125,999778.8262524343,10.0,291846.42793674866,0.0,33497229.618138816,0.0,72822.25008760257,3254.004578879517,59088.20826516709,0.0,28389.786506119886,1999.0475906724823,21921.792401634888,802951.0311531086
2023-01,Lemi Kura,28.20714775838168,0.004267424974567323,0.004268386359136064,0.004281084594039584,1139.964539721161,477004.73025512695,1077463.223131778,4.0,1712173.9962421947,0.0,33145748.589403372,0.0,1762514.6735988294,50492.57284487099,59290.56198237499,0.0,20492.203628489955,28991.1462658884,30113.67819436336,823739.0228125532
2023-01,Lideta,29.17720929624048,0.0008076265771846505,0.0008149908100858064,0.0008158142318475803,538.2055605748221,149520.572265625,238256.11138927197,21.0,127401.41171582477,490441.68090575916,5697785.465824234,641539.5422013433,3.270979477047901,0.0,45984.5164421835,0.0,0.0,13274.699443375684,8543.116371212236,143381.56823950287
2023-01,Nifas Silk Lafto,29.14321162047081,0.003448221723762315,0.00343554722444581,0.0034413477589136997,1206.8299998925152,546690.8269042969,1020947.5290218766,8.0,814229.8479719026,0.0,29793604.541209195,10718.522802027,630510.8660664688,0.0,63965.89918432797,0.0,29480.131225656678,6031.665235660577,48983.06371372432,730069.9503519727
2023-01,Yeka,25.43066718651901,0.003145877442766778,0.0031631884843120275,0.0031675361978997824,655.618775208731,411173.4640197754,629507.8244182687,8.0,6820.175402169005,22872.035526742056,19262047.908034045,0.0,39209.08000849748,120688.57037222979,32713.710225186594,0.0,0.0,51329.66061620474,19115.57412660214,406901.78687040746
2023-02,Addis Ketema,31.595349829623636,0.001520918971377417,0.0015139737442674795,0.0015100968915838751,376.9904092578661,280921.71484375,413244.76971781626,6.0,215850.9702058304,265450.8900814801,10882491.456047973,82401.44393116132,0.0,0.0,21095.167212089207,0.0,6407.418335811565,36722.49625661942,9150.718490781326,306043.3825076155
2023-02,Akaki Kality,33.48319840704164,0.006828124430652133,0.006895373057927973,0.006911346312463825,1266.1615912358366,577954.2465810776,1458805.890458251,2.0,5526607.582092062,365328.0545006475,27209144.290578924,40003.52212315352,1773640.4194964871,258835.68637580072,54297.55343784546,1750.3353404954566,55487.577655745874,26543.91274598913,83102.65505169929,830728.46839836
2023-02,Arada,32.89538571462299,0.0006065098925682579,0.0006019170987730729,0.0005984030624712505,236.2380532707487,129547.9833984375,154371.31172405052,6.0,0.0,76650.35488586953,4659425.09783472,1932.0280105111356,0.0,0.0,25369.9562524495,0.0,0.0,19406.190678522507,8199.53802469422,79045.1466208676
2023-02,Bole,33.03552557680761,0.004317528317551764,0.004328624563008641,0.0043258737801864944,1994.1634630487551,591126.6415710449,1126020.3433838214,24.0,896769.3893058358,580416.1541855597,18416451.08505943,10436.188026384647,4883618.38494601,648225.8212969821,101191.315213993,0.0,30499.410243706596,39549.62310854257,27027.424214939256,705045.2746982997
2023-02,Gulele,26.70898921724731,0.0018667061208943096,0.0018572280134539797,0.0018864346557888171,332.39898699821373,191815.6131362915,343757.35125622124,2.0,247.700025933823,22002.799475087588,7845656.90704623,16931.554441194912,0.0,7270.071742202093,13710.881867102697,0.0,13293.462951652262,20308.566843555647,8066.165702901882,192535.3826680482
2023-02,Kirkos,33.09458016484844,0.0013390262707792938,0.0013392460085150004,0.0013336358210503938,937.5793050357273,246195.3955078125,407445.71887208143,27.0,406792.8336762707,390906.811451437,8308279.97318338,0.0,65818.11835366307,0.0,82489.43161484493,0.0,0.0,21759.51109966339,28967.210286565973,173520.87515752186
2023-02,Kolfe Keraniyo,32.194829261575656,0.0038659700400937667,0.0039013777149055854,0.0038992916983683107,1213.497002476028,588912.7861328125,999778.8262524343,10.0,291846.42793674866,0.0,33497229.618138816,0.0,72822.25008760256,3254.004578879517,59088.208265167086,0.0,28389.786506119886,1999.0475906724823,21921.792401634888,802951.0311531086
2023-02,Lemi Kura,32.32774497384566,0.004125054348746631,0.00415881729030382,0.0041817112495728575,1059.6364678665996,477004.73025512695,1077463.223131778,4.0,1712173.9962421947,0.0,33145748.589403372,0.0,1762514.6735988294,50492.57284487099,59290.56198237499,0.0,20492.203628489955,28991.1462658884,30113.67819436336,823739.0228125532
2023-02,Lideta,33.29199879418349,0.0008603031644561366,0.0008563751550154181,0.0008550722083135727,499.5629451293794,149520.572265625,238256.11138927197,21.0,127401.41171582478,490441.68090575916,5697785.465824234,641539.5422013433,3.270979477047901,0.0,45984.5164421835,0.0,0.0,13274.699443375684,8543.116371212236,143381.56823950287
2023-02,Nifas Silk Lafto,32.992813574718554,0.0034503887638127483,0.0035031632217292523,0.003514484061775258,1136.7913014088417,546690.8269042969,1020947.5290218766,8.0,814229.8479719026,0.0,29793604.541209195,10718.522802027,630510.8660664688,0.0,63965.89918432797,0.0,29480.131225656678,6031.665235660577,48983.06371372432,730069.9503519727
2023-02,Yeka,29.537046602941558,0.0032922080823972913,0.0032845971558367916,0.003291910547048511,672.58834723072,411173.4640197754,629507.8244182687,8.0,6820.175402169005,22872.035526742053,19262047.908034045,0.0,39209.08000849748,120688.57037222979,32713.710225186598,0.0,0.0,51329.66061620474,19115.57412660214,406901.78687040746
2023-03,Addis Ketema,23.494252668238573,0.001369231320355036,0.001382248123454301,0.0013751910805365572,273.79043758766994,280921.71484375,413244.76971781626,6.0,215850.9702058304,265450.8900814801,10882491.456047973,82401.44393116132,0.0,0.0,21095.167212089207,0.0,6407.418335811565,36722.49625661942,9150.718490781326,306043.3825076155
2023-03,Akaki Kality,25.06632573766975,0.007185601259641909,0.007139490530640848,0.007140380441585263,1044.784059601585,577954.2465810776,1458805.890458251,2.0,5526607.582092061,365328.0545006475,27209144.290578924,40003.522123153525,1773640.419496487,258835.6863758007,54297.55343784546,1750.3353404954569,55487.577655745874,26543.91274598913,83102.65505169929,830728.46839836
2023-03,Arada,23.431923169034743,0.0005159043198084098,0.000523120407789952,0.0005235134134489373,176.869680341274,129547.9833984375,154371.31172405052,6.0,0.0,76650.35488586953,4659425.09783472,1932.0280105111356,0.0,0.0,25369.9562524495,0.0,0.0,19406.190678522504,8199.53802469422,79045.1466208676
2023-03,Bole,24.768616630653195,0.004069504655478749,0.004087536693416378,0.004085145286470755,1456.5370129053554,591126.6415710449,1126020.3433838214,24.0,896769.3893058358,580416.1541855597,18416451.08505943,10436.188026384647,4883618.38494601,648225.8212969821,101191.315213993,0.0,30499.410243706596,39549.62310854257,27027.424214939256,705045.2746982997
2023-03,Gulele,20.708003758697625,0.0017952059679019624,0.0017989461592089807,0.001806577236667088,271.24008549299464,191815.6131362915,343757.35125622124,2.0,247.700025933823,22002.799475087588,7845656.90704623,16931.554441194912,0.0,7270.071742202093,13710.881867102697,0.0,13293.462951652262,20308.566843555647,8066.165702901882,192535.3826680482
2023-03,Kirkos,24.298903207785564,0.0011519107046887717,0.0011608564337402109,0.001159936530232418,658.367044785666,246195.3955078125,407445.71887208143,27.0,406792.8336762707,390906.811451437,8308279.97318338,0.0,65818.11835366307,0.0,82489.43161484491,0.0,0.0,21759.51109966339,28967.210286565973,173520.87515752186
2023-03,Kolfe Keraniyo,24.235454800994088,0.003339836716293239,0.003349986445662246,0.0033574242874369904,900.0176843363772,588912.7861328125,999778.8262524343,10.0,291846.42793674866,0.0,33497229.618138816,0.0,72822.25008760257,3254.004578879517,59088.20826516709,0.0,28389.786506119886,1999.0475906724823,21921.792401634888,802951.0311531086
2023-03,Lemi Kura,22.989241751555213,0.004398869149189406,0.004379216643660614,0.004386901142208414,847.6130060240288,477004.73025512695,1077463.223131778,4.0,1712173.9962421947,0.0,33145748.589403372,0.0,1762514.6735988294,50492.57284487099,59290.56198237499,0.0,20492.203628489955,28991.1462658884,30113.67819436336,823739.0228125532
2023-03,Lideta,24.00685748835413,0.0007292427466514331,0.0007399710133783684,0.0007378690286663466,345.4787432756373,149520.572265625,238256.11138927197,21.0,127401.41171582477,490441.68090575916,5697785.465824234,641539.5422013433,3.270979477047901,0.0,45984.5164421835,0.0,0.0,13274.699443375684,8543.116371212236,143381.56823950287
2023-03,Nifas Silk Lafto,24.82795771723784,0.0032237198676564587,0.003225674749901771,0.003231238548312396,841.5517211893879,546690.8269042969,1020947.5290218766,8.0,814229.8479719026,0.0,29793604.541209195,10718.522802027,630510.8660664688,0.0,63965.89918432797,0.0,29480.131225656678,6031.665235660577,48983.06371372432,730069.9503519727
2023-03,Yeka,21.601378152994382,0.0031029185905544145,0.0031381020867478756,0.0031441549184950575,517.1025701582884,411173.4640197754,629507.8244182687,8.0,6820.175402169005,22872.035526742056,19262047.908034045,0.0,39209.08000849748,120688.57037222979,32713.710225186594,0.0,0.0,51329.66061620474,19115.57412660214,406901.78687040746
2023-04,Addis Ketema,23.748117585121793,0.0012100622642378048,0.0012044604440870268,0.0012008803474428862,308.7099786425276,280921.71484375,413244.76971781626,6.0,215850.9702058304,265450.8900814801,10882491.456047973,82401.44393116132,0.0,0.0,21095.167212089207,0.0,6407.418335811565,36722.49625661942,9150.718490781326,306043.3825076155
2023-04,Akaki Kality,27.755670515254717,0.007036348874843011,0.006974979365068335,0.006980518087203629,1414.6168799937004,577954.2465810776,1458805.8904582507,2.0,5526607.582092061,365328.0545006475,27209144.290578924,40003.522123153525,1773640.419496487,258835.68637580072,54297.55343784546,1750.3353404954569,55487.577655745874,26543.91274598913,83102.65505169929,830728.46839836
2023-04,Arada,25.138708760108795,0.000474237830987522,0.0004692830014210891,0.00046874920546003806,172.82649667896627,129547.9833984375,154371.31172405052,6.0,0.0,76650.35488586953,4659425.09783472,1932.0280105111356,0.0,0.0,25369.9562524495,0.0,0.0,19406.190678522504,8199.53802469422,79045.1466208676
2023-04,Bole,26.76410507161252,0.0041128342386464265,0.004083318905122351,0.004079140342303912,1576.2305776060525,591126.6415710449,1126020.3433838214,24.0,896769.3893058358,580416.1541855597,18416451.08505943,10436.188026384649,4883618.38494601,648225.8212969821,101191.315213993,0.0,30499.410243706596,39549.62310854257,27027.424214939256,705045.2746982997
2023-04,Gulele,22.015182218132363,0.0015959435959740015,0.0015974290317598287,0.0016073943408781066,303.3143559365947,191815.6131362915,343757.35125622124,2.0,247.700025933823,22002.799475087588,7845656.90704623,16931.554441194912,0.0,7270.071742202093,13710.881867102697,0.0,13293.462951652262,20308.566843555647,8066.165702901882,192535.38266804823
2023-04,Kirkos,27.538702990023115,0.001074574128048723,0.0010614359624055176,0.0010619724005708432,626.188743439843,246195.3955078125,407445.71887208143,27.0,406792.8336762707,390906.811451437,8308279.97318338,0.0,65818.11835366307,0.0,82489.43161484491,0.0,0.0,21759.51109966339,28967.210286565973,173520.87515752186
2023-04,Kolfe Keraniyo,24.83983621174454,0.003154914862455741,0.0031384623455906744,0.003142683365489625,991.5727530385027,588912.7861328125,999778.8262524343,10.0,291846.42793674866,0.0,33497229.618138816,0.0,72822.25008760257,3254.004578879517,59088.208265167086,0.0,28389.786506119886,1999.0475906724823,21921.792401634888,802951.0311531086
2023-04,Lemi Kura,25.427790057040728,0.004374840744694249,0.004352857108634147,0.004357837187585164,864.3018360442311,477004.73025512695,1077463.223131778,4.0,1712173.9962421947,0.0,33145748.589403372,0.0,1762514.6735988294,50492.57284487099,59290.56198237499,0.0,20492.203628489955,28991.1462658884,30113.67819436336,823739.0228125532
2023-04,Lideta,26.54761823700452,0.0006681204560741435,0.0006575587802755486,0.0006560929880947017,340.8317368686909,149520.572265625,238256.11138927197,21.0,127401.41171582477,490441.68090575916,5697785.465824234,641539.5422013435,3.270979477047901,0.0,45984.5164421835,0.0,0.0,13274.699443375684,8543.116371212236,143381.56823950287
2023-04,Nifas Silk Lafto,27.931176585799303,0.003137503642603308,0.003096809623466322,0.0031008645845100073,987.279878685584,546690.8269042969,1020947.5290218766,8.0,814229.8479719026,0.0,29793604.541209195,10718.522802027,630510.8660664688,0.0,63965.89918432798,0.0,29480.131225656678,6031.665235660577,48983.06371372432,730069.9503519727
2023-04,Yeka,23.982643835629734,0.0028339568399547493,0.0028194143998738434,0.0028222797088459767,557.4269627922889,411173.4640197754,629507.8244182687,8.0,6820.175402169005,22872.035526742053,19262047.908034045,0.0,39209.08000849748,120688.57037222979,32713.710225186594,0.0,0.0,51329.66061620474,19115.57412660214,406901.78687040746
2023-05,Addis Ketema,22.801397194610537,0.0011793779129782732,0.001170971786687583,0.0011725286809883284,307.9331533809503,280921.71484375,413244.76971781626,6.0,215850.9702058304,265450.8900814801,10882491.456047973,82401.44393116132,0.0,0.0,21095.167212089207,0.0,6407.418335811565,36722.49625661942,9150.718490781326,306043.3825076155
2023-05,Akaki Kality,25.810833514324255,0.006913361430809338,0.00690887381176004,0.006912395723852751,1114.0881134382025,577954.2465810776,1458805.890458251,2.0,5526607.582092061,365328.0545006475,27209144.290578924,40003.522123153525,1773640.419496487,258835.6863758007,54297.55343784546,1750.3353404954569,55487.577655745874,26543.91274598913,83102.65505169929,830728.46839836
2023-05,Arada,23.186582176567523,0.0004829548257154757,0.0004799754759055995,0.00047896372128775397,165.77144172615476,129547.9833984375,154371.31172405052,6.0,0.0,76650.35488586953,4659425.09783472,1932.0280105111356,0.0,0.0,25369.9562524495,0.0,0.0,19406.190678522504,8199.53802469422,79045.1466208676
2023-05,Bole,25.356143082472727,0.0042016719816799775,0.004192716871220034,0.004186350850119482,1383.6524591516952,591126.6415710449,1126020.3433838214,24.0,896769.3893058358,580416.1541855597,18416451.08505943,10436.188026384647,4883618.38494601,648225.8212969821,101191.315213993,0.0,30499.410243706596,39549.62310854257,27027.424214939256,705045.2746982997
2023-05,Gulele,20.07429942323625,0.0015880921297173754,0.0015725703962753486,0.001579715406259206,335.65328341632215,191815.6131362915,343757.35125622124,2.0,247.700025933823,22002.799475087588,7845656.90704623,16931.554441194912,0.0,7270.071742202093,13710.881867102697,0.0,13293.462951652262,20308.566843555647,8066.165702901882,192535.3826680482
2023-05,Kirkos,25.158224006511432,0.0010917206611660167,0.00109038137411023,0.0010890751483014756,550.777629579703,246195.3955078125,407445.71887208143,27.0,406792.8336762707,390906.811451437,8308279.97318338,0.0,65818.11835366307,0.0,82489.43161484491,0.0,0.0,21759.51109966339,28967.210286565973,173520.87515752186
2023-05,Kolfe Keraniyo,23.711639895679102,0.0031916950763630483,0.0031959099065000246,0.003196186419328691,825.7148748085278,588912.7861328125,999778.8262524343,10.0,291846.42793674866,0.0,33497229.618138816,0.0,72822.25008760257,3254.004578879517,59088.20826516709,0.0,28389.786506119886,1999.0475906724823,21921.792401634888,802951.0311531086
2023-05,Lemi Kura,23.61126921692487,0.004543745512717587,0.004552762587839819,0.00456735082528309,706.4574446041851,477004.73025512695,1077463.223131778,4.0,1712173.9962421947,0.0,33145748.589403372,0.0,1762514.6735988294,50492.57284487099,59290.56198237499,0.0,20492.203628489955,28991.1462658884,30113.67819436336,823739.0228125532
2023-05,Lideta,25.023565898359276,0.0006880478174621647,0.0006921314101994086,0.0006881093909947018,286.47906726918933,149520.572265625,238256.11138927197,21.0,127401.41171582477,490441.68090575916,5697785.465824234,641539.5422013433,3.270979477047901,0.0,45984.5164421835,0.0,0.0,13274.699443375684,8543.116371212236,143381.56823950287
2023-05,Nifas Silk Lafto,25.528690724255284,0.0029880338946682494,0.0030094092253095217,0.003012900648764471,862.125038091441,546690.8269042969,1020947.5290218766,8.0,814229.8479719026,0.0,29793604.541209195,10718.522802027,630510.8660664688,0.0,63965.89918432797,0.0,29480.131225656678,6031.665235660577,48983.06371372432,730069.9503519727
2023-05,Yeka,21.411785703746652,0.0031119553064304912,0.0030858875153555003,0.003087457758144506,657.9201447828693,411173.4640197754,629507.8244182687,8.0,6820.175402169005,22872.035526742056,19262047.908034045,0.0,39209.08000849748,120688.57037222979,32713.710225186594,0.0,0.0,51329.66061620474,19115.57412660214,406901.78687040746
2023-06,Addis Ketema,22.673707233861123,0.0011837445099406572,0.0011879734169201268,0.0011901827429873324,285.19031225641567,280921.71484375,413244.76971781626,6.0,215850.9702058304,265450.8900814801,10882491.456047973,82401.44393116132,0.0,0.0,21095.167212089207,0.0,6407.418335811565,36722.49625661942,9150.718490781326,306043.3825076155
2023-06,Akaki Kality,24.482846228704688,0.007655037771442758,0.007661226010142637,0.007666833693591292,1084.6868609315197,577954.2465810776,1458805.8904582507,2.0,5526607.582092061,365328.0545006475,27209144.290578924,40003.522123153525,1773640.419496487,258835.68637580072,54297.55343784546,1750.3353404954569,55487.577655745874,26543.91274598913,83102.65505169929,830728.46839836
2023-06,Arada,24.110024510559555,0.0004925070853584582,0.0004921863254939589,0.0004905661291283748,175.1589501698812,129547.9833984375,154371.31172405052,6.0,0.0,76650.35488586953,4659425.09783472,1932.0280105111356,0.0,0.0,25369.9562524495,0.0,0.0,19406.190678522504,8199.53802469422,79045.1466208676
2023-06,Bole,24.706643828544006,0.0044411537259886405,0.004445153179530977,0.004445133489836953,1424.4285112284297,591126.6415710449,1126020.3433838214,24.0,896769.3893058358,580416.1541855597,18416451.08505943,10436.188026384649,4883618.38494601,648225.8212969821,101191.315213993,0.0,30499.410243706596,39549.62310854257,27027.424214939256,705045.2746982997
2023-06,Gulele,20.638842845675523,0.001584396852137453,0.0015864363388028472,0.0015940021526096547,290.4843212446474,191815.6131362915,343757.35125622124,2.0,247.700025933823,22002.799475087588,7845656.90704623,16931.554441194912,0.0,7270.071742202093,13710.881867102697,0.0,13293.462951652262,20308.566843555647,8066.165702901882,192535.38266804823
2023-06,Kirkos,25.231998527533015,0.001168665034532575,0.0011725171488019455,0.0011688563401974427,563.866321535299,246195.3955078125,407445.71887208143,27.0,406792.8336762707,390906.811451437,8308279.97318338,0.0,65818.11835366307,0.0,82489.43161484491,0.0,0.0,21759.51109966339,28967.210286565973,173520.87515752186
2023-06,Kolfe Keraniyo,23.74353973895389,0.0033654359025749743,0.0033582221332718255,0.003361088914015886,826.7534547122405,588912.7861328125,999778.8262524343,10.0,291846.42793674866,0.0,33497229.618138816,0.0,72822.25008760257,3254.004578879517,59088.208265167086,0.0,28389.786506119886,1999.0475906724823,21921.792401634888,802951.0311531086
2023-06,Lemi Kura,23.536718819096407,0.004785911416980732,0.0047577785797349855,0.004771640844892836,858.6677522958597,477004.73025512695,1077463.223131778,4.0,1712173.9962421947,0.0,33145748.589403372,0.0,1762514.6735988294,50492.57284487099,59290.56198237499,0.0,20492.203628489955,28991.1462658884,30113.67819436336,823739.0228125532
2023-06,Lideta,24.52948019457872,0.0007152363341425469,0.0007108993043713614,0.000708538036538987,310.6456413738697,149520.572265625,238256.11138927197,21.0,127401.41171582477,490441.68090575916,5697785.465824234,641539.5422013435,3.270979477047901,0.0,45984.5164421835,0.0,0.0,13274.699443375684,8543.116371212236,143381.56823950287
2023-06,Nifas Silk Lafto,25.067069370983575,0.0033681477770812094,0.003367325530293541,0.003369822251696157,822.0404187858427,546690.8269042969,1020947.5290218766,8.0,814229.8479719026,0.0,29793604.541209195,10718.522802027,630510.8660664688,0.0,63965.89918432798,0.0,29480.131225656678,6031.665235660577,48983.06371372432,730069.9503519727
